finding_title_1,finding_title_2,similarity_score
Reflected Cross-Site Scripting (XSS) Vulnerabilities,Brute Force (Form Auth) - http://webscantest.com/login.php,18.128669261932373
Weak Credentials Vulnerability,Reflected Cross-Site Scripting (XSS) Vulnerabilities,18.124277889728546
Sensitive Data Sent in URL,Dangerous File Inclusion - includes/global.php:9,18.121738731861115
pkg:npm/terser@5.7.0,Jenkins Plugins Multiple Security Vulnerabilities (Jenkins Security Advisory 2022-02-15),18.12012791633606
Dynamic Code Evaluation: Code Injection - onlinetests/app/index.php:18,Microsoft .NET Framework Remote Code Execution Vulnerability for December 2022,18.111160397529602
Insufficient SSL Enforcement,Weak Credentials Vulnerability,18.110033869743347
pkg:npm/node-forge@0.10.0,Reflected Cross-Site Scripting (XSS) Vulnerabilities,18.10968816280365
Microsoft Visual Studio Code Jupyter Extension Elevation of Privilege Vulnerability for October 2022,SQL Injection - onlinetests/app/test_end.php:73,18.10520887374878
pkg:npm/ansi-regex@3.0.0,Sensitive Data Sent in URL,18.08640956878662
Jenkins Plugins Multiple Security Vulnerabilities (Jenkins Security Advisory 2022-02-15),Insufficient SSL Enforcement,18.08638870716095
Microsoft Windows Security Update for January 2023,pkg:npm/ansi-html@0.0.7,18.08333843946457
Microsoft .NET Framework Remote Code Execution Vulnerability for December 2022,SQL Injection - onlinetests/includes/functions.php:194,18.080559372901917
pkg:npm/axios@0.21.1,TLS Server Supports TLS version 1.0,18.078967928886414
Cross-Site Scripting: Reflected - share.php:27,pkg:npm/shelljs@0.8.4,18.075434863567352
Microsoft Visual Studio Code Jupyter Extension Elevation of Privilege Vulnerability for October 2022,Reflected Cross-Site Scripting (XSS) Vulnerabilities,18.072348833084106
pkg:npm/execa@1.0.0,Microsoft Windows Security Update for January 2023,18.071486055850983
SQL Injection - onlinetests/includes/functions.php:11,Microsoft Visual Studio Code Remote Code Execution (RCE) Vulnerability for May 2022,18.06723326444626
pkg:npm/node-forge@0.10.0,pkg:npm/node-forge@0.10.0,18.060466647148132
Oracle Java Standard Edition (SE) Critical Patch Update - July 2022 (CPUJUL2022),Insufficient SSL Enforcement,18.05933266878128
Sensitive Data Sent in URL,Oracle Java Standard Edition (SE) ECDSA Vulnerability,18.05109679698944
Google Chrome Prior to 109.0.5414.74 Multiple Vulnerabilities,Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,18.042901158332825
Microsoft .NET Framework Remote Code Execution Vulnerability for December 2022,Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,18.039998412132263
SQL Injection - onlinetests/affiliates/thetest/testStart.php:26,Git Multiple Security Vulnerabilities,18.03794950246811
Git Multiple Security Vulnerabilities,Dangerous File Inclusion - maintenance.php:13,18.035045266151428
pkg:npm/axios@0.21.1,Jenkins Plugins Multiple Security Vulnerabilities (Jenkins Security Advisory 2022-02-15),18.033304810523987
generic.secrets.security.detected-generic-secret.detected-generic-secret,pkg:npm/ansi-html@0.0.7,18.03252547979355
Login Form Is Not Submitted Via HTTPS,SQL Injection - onlinetests/app/classes/db.php:44,18.03201287984848
SQL Injection - onlinetests/includes/functions.php:11,Microsoft .NET Framework Remote Code Execution Vulnerability for December 2022,18.030428886413574
Cross-Site Scripting: Reflected - share.php:27,Oracle Java Standard Edition (SE) Critical Patch Update - October 2022 (CPUOCT2022),18.022620677947998
Oracle Java SE Critical Patch Update - October 2021 (CPUOCT2021),pkg:npm/terser@5.7.0,18.019647896289825
Insufficient SSL Enforcement,SQL Injection - onlinetests/app/test_end.php:73,18.018189072608948
Microsoft Windows Security Update for September 2022,pkg:npm/terser@4.8.0,18.016432225704193
Insufficient SSL Enforcement,javascript.browser.security.insecure-document-method.insecure-document-method,18.01106035709381
pkg:npm/shelljs@0.8.4,Microsoft .NET Framework Remote Code Execution Vulnerability for December 2022,18.008345365524292
Reflected Cross-Site Scripting (XSS) Vulnerabilities,SQL Injection - onlinetests/includes/functions.php:194,17.999687790870667
Insufficient SSL Enforcement,Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,17.993515729904175
Dangerous File Inclusion - includes/global.php:9,X.509 Certificate Subject CN Does Not Match the Entity Name,17.985326051712036
SQL Injection - onlinetests/app/classes/db.php:40,Insufficient SSL Enforcement,17.979198694229126
Reflected Cross-Site Scripting (XSS) Vulnerabilities,pkg:npm/ansi-regex@4.1.0,17.97746866941452
pkg:npm/ansi-html@0.0.7,Oracle Java Standard Edition (SE) Critical Patch Update - October 2022 (CPUOCT2022),17.96654462814331
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,Brute Force (HTTP Auth) - http://webscantest.com/basic_auth/basic_auth.php,17.96049326658249
X.509 Certificate Subject CN Does Not Match the Entity Name,Reflected Cross-Site Scripting (XSS) Vulnerabilities,17.949753999710083
Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,Google Chrome Prior to 109.0.5414.74 Multiple Vulnerabilities,17.945408821105957
SQL Injection - onlinetests/app/test_end.php:73,Login Form Is Not Submitted Via HTTPS,17.938464879989624
javascript.browser.security.insecure-document-method.insecure-document-method,Microsoft Windows Security Update for December 2022,17.93326735496521
javascript.browser.security.insecure-document-method.insecure-document-method,Git Multiple Security Vulnerabilities,17.92258471250534
Microsoft Visual Studio Code Jupyter Extension Elevation of Privilege Vulnerability for October 2022,Dynamic Code Evaluation: Code Injection - onlinetests/app/index.php:18,17.917320132255554
pkg:npm/ansi-regex@4.1.0,Mozilla Firefox Multiple Vulnerabilities (MFSA2023-01),17.91691482067108
Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,Oracle Java Standard Edition (SE) Critical Patch Update - July 2022 (CPUJUL2022),17.908158898353577
Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,Mozilla Firefox Multiple Vulnerabilities (MFSA2022-51),17.906048893928528
Oracle Java Standard Edition (SE) ECDSA Vulnerability,pkg:npm/glob-parent@3.1.0,17.901651561260223
Microsoft Windows Transmission Control Protocol/Internet Protocol (TCP/IP) Remote Code Execution (RCE) Vulnerability,SQL Injection - onlinetests/app/classes/db.php:27,17.899377644062042
pkg:npm/immer@8.0.1,Oracle Java SE Critical Patch Update - October 2021 (CPUOCT2021),17.899052798748016
pkg:npm/websocket-extensions@0.1.4,pkg:npm/ansi-regex@5.0.0,17.89563298225403
Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,Oracle Java SE Critical Patch Update - October 2021 (CPUOCT2021),17.893865704536438
SQL Injection - onlinetests/affiliates/inc/db_functions.php:18,Oracle Java Standard Edition (SE) Critical Patch Update - January 2023 (CPUJAN2023),17.89356768131256
Reflected Cross-Site Scripting (XSS) Vulnerabilities,Microsoft Visual Studio Code Jupyter Extension Elevation of Privilege Vulnerability for October 2022,17.88436770439148
Git Multiple Security Vulnerabilities,pkg:npm/ansi-regex@5.0.0,17.879290878772736
Cross-Site Scripting: Reflected - share.php:27,Sensitive Data Sent in URL,17.877665162086487
Login Form Is Not Submitted Via HTTPS,Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,17.876246571540833
Dynamic Code Evaluation: Code Injection - onlinetests/app/index.php:18,Oracle Java Standard Edition (SE) Critical Patch Update - January 2023 (CPUJAN2023),17.87623167037964
pkg:npm/libxmljs@0.19.7,SSL/TLS Service Supports Weak Protocol,17.873874306678772
Microsoft Windows Security Update for December 2022,generic.secrets.security.detected-jwt-token.detected-jwt-token,17.872031033039093
pkg:npm/websocket-extensions@0.1.4,Login Form Is Not Submitted Via HTTPS,17.863956093788147
pkg:npm/websocket-extensions@0.1.4,pkg:npm/nth-check@1.0.2,17.861001193523407
pkg:npm/minimist@1.2.5,Oracle Java Standard Edition (SE) ECDSA Vulnerability,17.860320210456848
Jenkins Plugins Multiple Security Vulnerabilities (Jenkins Security Advisory 2022-01-12),pkg:npm/ansi-regex@4.1.0,17.858386039733887
Google Chrome Prior to 109.0.5414.74 Multiple Vulnerabilities,Dangerous File Inclusion - includes/global.php:9,17.85743087530136
SQL Injection - onlinetests/app/test_end.php:73,Insufficient SSL Enforcement,17.856281995773315
pkg:npm/node-forge@0.10.0,pkg:npm/shelljs@0.8.4,17.85019487142563
Microsoft Windows Security Update for September 2022,Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,17.849498987197876
Insufficient SSL Enforcement,Microsoft Windows Security Update for September 2022,17.84035563468933
Microsoft Windows Security Update for October 2022,javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,17.8386390209198
Oracle Java Standard Edition (SE) Critical Patch Update - July 2022 (CPUJUL2022),SQL Injection - onlinetests/app/test_end.php:73,17.833031713962555
Jenkins Plugins Multiple Security Vulnerabilities (Jenkins Security Advisory 2022-02-15),Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,17.831173539161682
Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,Microsoft Windows Remote Procedure Call Runtime Remote Code Execution (RCE) Vulnerability for September 2022,17.830999195575714
pkg:npm/immer@8.0.1,generic.secrets.security.detected-jwt-token.detected-jwt-token,17.829793691635132
SQL Injection - onlinetests/includes/functions.php:194,Insufficient SSL Enforcement,17.824549973011017
pkg:npm/ansi-regex@4.1.0,Git Multiple Security Vulnerabilities,17.823871970176697
javascript.browser.security.insecure-document-method.insecure-document-method,XPath Injection - http://webscantest.com/infodb/search_by_name.php,17.823533713817596
SQL Injection - onlinetests/app/classes/db.php:40,Microsoft Visual Studio Code Remote Code Execution (RCE) Vulnerability for May 2022,17.818862199783325
pkg:npm/terser@5.7.0,Microsoft Visual Studio Code Remote Code Execution (RCE) Vulnerability for May 2022,17.81809628009796
SQL Injection - onlinetests/app/test_end.php:73,Microsoft Visual Studio Code Jupyter Extension Elevation of Privilege Vulnerability for October 2022,17.81039535999298
pkg:npm/cookie@0.4.1,Weak Credentials Vulnerability,17.804279923439026
TLS Server Supports TLS version 1.0,Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,17.802149057388306
SQL Injection - onlinetests/affiliates/thetest/testStart.php:35,Login Form Is Not Submitted Via HTTPS,17.80211329460144
SSL/TLS Service Supports Weak Protocol,SQL Injection - onlinetests/app/test_end.php:73,17.79887080192566
Oracle Java Standard Edition (SE) Critical Patch Update - October 2022 (CPUOCT2022),Cross-Site Scripting: Reflected - share.php:27,17.79726892709732
TLS Server Supports TLS version 1.0,Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,17.79286563396454
Reflected Cross-Site Scripting (XSS) Vulnerabilities,Dynamic Code Evaluation: Code Injection - onlinetests/app/index.php:18,17.79235303401947
Git Multiple Security Vulnerabilities,Dangerous File Inclusion - onlinetests/college/includes/global.php:173,17.789269983768463
Oracle Java Standard Edition (SE) Critical Patch Update - October 2022 (CPUOCT2022),pkg:npm/immer@8.0.1,17.7813857793808
Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,generic.secrets.security.detected-jwt-token.detected-jwt-token,17.778070271015167
Reflected Cross-Site Scripting (XSS) Vulnerabilities,Microsoft Visual Studio Code Remote Code Execution (RCE) Vulnerability for May 2022,17.77798980474472
X.509 Certificate Subject CN Does Not Match the Entity Name,Reflected Cross-Site Scripting (XSS) Vulnerabilities,17.772819101810455
Reflected Cross-Site Scripting (XSS) Vulnerabilities,pkg:npm/ansi-regex@4.1.0,17.77104139328003
Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,Microsoft Windows Security Update for January 2023,17.770516872406006
Insufficient SSL Enforcement,SQL Injection - onlinetests/affiliates/inc/registration_functions.php:50,17.766964435577393
Cross-Site Scripting: Reflected - share.php:22,pkg:npm/node-forge@0.10.0,17.758244276046753
pkg:npm/immer@8.0.1,X.509 Certificate Subject CN Does Not Match the Entity Name,17.757046222686768
pkg:npm/ansi-regex@3.0.0,Weak Credentials Vulnerability,17.748498916625977
Microsoft Visual Studio Code Remote Code Execution (RCE) Vulnerability for May 2022,SQL Injection - onlinetests/includes/functions.php:11,17.744651436805725
pkg:npm/ansi-regex@4.1.0,Reflected Cross-Site Scripting (XSS) Vulnerabilities,17.737101018428802
Reflected Cross-Site Scripting (XSS) Vulnerabilities,X.509 Certificate Subject CN Does Not Match the Entity Name,17.735382914543152
pkg:npm/minimist@1.2.5,Mozilla Firefox Multiple Vulnerabilities (MFSA2022-51),17.7338108420372
Sensitive Data Sent in URL,SQL Injection - onlinetests/affiliates/thetest/testStart.php:35,17.730093002319336
Weak Credentials Vulnerability,Reflected Cross-Site Scripting (XSS) Vulnerabilities,17.726168036460876
Git Multiple Security Vulnerabilities,Google Chrome Prior to 109.0.5414.74 Multiple Vulnerabilities,17.722351849079132
Weak Credentials Vulnerability,SQL Injection - onlinetests/app/classes/db.php:44,17.712706327438354
pkg:npm/node-forge@0.10.0,XPath Injection - http://webscantest.com/infodb/search_by_name.php,17.710894346237183
Insufficient SSL Enforcement,SQL Injection - onlinetests/app/classes/db.php:40,17.707017064094543
SQL Injection - onlinetests/app/classes/db.php:27,pkg:npm/node-forge@0.10.0,17.706285417079926
TLS Server Supports TLS version 1.0,Insufficient SSL Enforcement,17.705021798610687
pkg:npm/cookie@0.4.0,pkg:npm/terser@5.10.0,17.703720927238464
Insufficient SSL Enforcement,SQL Injection - onlinetests/affiliates/inc/registration_functions.php:50,17.70353764295578
Microsoft Visual Studio Code Remote Code Execution (RCE) Vulnerability for May 2022,SQL Injection - onlinetests/affiliates/thetest/testStart.php:35,17.691540718078613
SQL Injection - onlinetests/app/test_end.php:73,Oracle Java Standard Edition (SE) Critical Patch Update - October 2022 (CPUOCT2022),17.688296735286713
pkg:npm/terser@5.10.0,Microsoft Windows Security Update for October 2022,17.68335998058319
Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,pkg:npm/node-forge@0.10.0,17.682331800460815
Oracle Java Standard Edition (SE) Critical Patch Update - October 2022 (CPUOCT2022),pkg:npm/ejs@2.7.4,17.67948269844055
Microsoft Windows Security Update for December 2022,Reflected Cross-Site Scripting (XSS) Vulnerabilities,17.671707272529602
pkg:npm/ejs@2.7.4,Google Chrome Prior to 109.0.5414.74 Multiple Vulnerabilities,17.671647667884827
Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,Microsoft Windows Security Update for September 2022,17.667557299137115
SQL Injection - onlinetests/app/classes/db.php:44,Weak Credentials Vulnerability,17.66487807035446
Insufficient SSL Enforcement,Microsoft Windows Security Update for October 2022,17.66393482685089
Reflected Cross-Site Scripting (XSS) Vulnerabilities,pkg:npm/node-forge@0.10.0,17.65870749950409
pkg:npm/cookie@0.4.1,Oracle Java Standard Edition (SE) Critical Patch Update - January 2023 (CPUJAN2023),17.650721967220306
generic.secrets.security.detected-generic-secret.detected-generic-secret,Sensitive Data Sent in URL,17.647674679756165
pkg:npm/ansi-html@0.0.7,Brute Force (Form Auth) - http://webscantest.com/login.php,17.643415927886963
SQL Injection - onlinetests/affiliates/inc/registration_functions.php:7,Apple macOS Monterey 12.6 Not Installed (HT213444),17.63862520456314
Reflected Cross-Site Scripting (XSS) Vulnerabilities,javascript.browser.security.insecure-document-method.insecure-document-method,17.634695768356323
pkg:npm/moment@2.29.2,Dangerous File Inclusion - includes/global.php:9,17.633552849292755
Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,Login Form Is Not Submitted Via HTTPS,17.632316052913666
pkg:npm/shelljs@0.8.4,Dangerous File Inclusion - onlinetests/includes/global.php:422,17.628714442253113
Jenkins Plugins Multiple Security Vulnerabilities (Jenkins Security Advisory 2022-01-12),Dangerous File Inclusion - minisites/teacherstournament-s29/includes/global.php:25,17.622290551662445
SQL Injection - onlinetests/app/test_end.php:73,Microsoft .NET Framework Remote Code Execution Vulnerability for December 2022,17.621426284313202
Dangerous File Inclusion - includes/global.php:9,pkg:npm/node-forge@0.10.0,17.619356513023376
pkg:npm/immer@8.0.1,Oracle Java Standard Edition (SE) ECDSA Vulnerability,17.618052661418915
Mozilla Firefox Multiple Vulnerabilities (MFSA2023-01),pkg:npm/ansi-regex@3.0.0,17.612963914871216
TLS Server Supports TLS version 1.0,Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,17.6121786236763
pkg:npm/node-forge@0.10.0,Reflected Cross-Site Scripting (XSS) Vulnerabilities,17.6077201962471
Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,Jenkins Plugins Multiple Security Vulnerabilities (Jenkins Security Advisory 2022-02-15),17.59524792432785
X.509 Certificate Subject CN Does Not Match the Entity Name,Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,17.593690752983093
pkg:npm/node-forge@0.10.0,pkg:npm/ansi-html@0.0.7,17.588114738464355
SQL Injection - onlinetests/app/classes/db.php:27,pkg:npm/moment@2.29.2,17.582833766937256
SQL Injection - onlinetests/app/test_end.php:73,Microsoft Visual Studio Code Remote Code Execution (RCE) Vulnerability for May 2022,17.573465406894684
Reflected Cross-Site Scripting (XSS) Vulnerabilities,Microsoft Visual Studio Code Jupyter Extension Elevation of Privilege Vulnerability for October 2022,17.571458220481873
pkg:npm/immer@8.0.1,Google Chrome Prior to 109.0.5414.74 Multiple Vulnerabilities,17.56536513566971
pkg:npm/shelljs@0.8.4,pkg:npm/moment@2.29.2,17.56460964679718
XPath Injection - http://webscantest.com/infodb/search_by_name.php,pkg:npm/ansi-regex@4.1.0,17.56361573934555
pkg:npm/ansi-regex@3.0.0,Untrusted TLS/SSL server X.509 certificate,17.55806803703308
SQL Injection - onlinetests/includes/functions.php:11,Git Multiple Security Vulnerabilities,17.557793855667114
pkg:npm/immer@8.0.1,XPath Injection - http://webscantest.com/infodb/search_by_name.php,17.552632093429565
Microsoft Windows Transmission Control Protocol/Internet Protocol (TCP/IP) Remote Code Execution (RCE) Vulnerability,SQL Injection - onlinetests/affiliates/thetest/testStart.php:35,17.545828223228455
Reflected Cross-Site Scripting (XSS) Vulnerabilities,pkg:npm/immer@8.0.1,17.543935775756836
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,Oracle Java Standard Edition (SE) Critical Patch Update - July 2022 (CPUJUL2022),17.54153072834015
Oracle Java SE Critical Patch Update - October 2021 (CPUOCT2021),Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,17.540699243545532
javascript.sequelize.security.audit.sequelize-injection-express.express-sequelize-injection,Reflected Cross-Site Scripting (XSS) Vulnerabilities,17.538461089134216
Google Chrome Prior to 109.0.5414.74 Multiple Vulnerabilities,Dangerous File Inclusion - images/gamesandmobile/mobilegames/alerts.php:2,17.537769675254822
Dangerous File Inclusion - includes/global.php:9,Google Chrome Prior to 109.0.5414.74 Multiple Vulnerabilities,17.533960938453674
XPath Injection - http://webscantest.com/infodb/search_by_name.php,pkg:npm/libxmljs@0.19.7,17.529667913913727
X.509 Certificate Subject CN Does Not Match the Entity Name,pkg:npm/minimist@1.2.5,17.527849972248077
pkg:npm/shell-quote@1.7.2,TLS Server Supports TLS version 1.0,17.525461316108704
pkg:npm/shelljs@0.8.4,SQL Injection - onlinetests/affiliates/inc/registration_functions.php:7,17.519012093544006
Apple macOS Monterey 12.6 Not Installed (HT213444),pkg:npm/immer@8.0.1,17.516624927520752
Microsoft Windows Security Update for December 2022,Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,17.515450716018677
Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,Jenkins Plugins Multiple Security Vulnerabilities (Jenkins Security Advisory 2022-01-12),17.51471906900406
Login Form Is Not Submitted Via HTTPS,SQL Injection - onlinetests/affiliates/inc/db_functions.php:18,17.508764564990997
pkg:npm/node-forge@0.10.0,SQL Injection - onlinetests/affiliates/inc/db_functions.php:18,17.508353292942047
Oracle Java SE Critical Patch Update - October 2021 (CPUOCT2021),pkg:npm/ansi-html@0.0.7,17.507272958755493
Apple macOS Monterey 12.6 Not Installed (HT213444),SQL Injection - onlinetests/affiliates/inc/registration_functions.php:7,17.499729990959167
Microsoft Windows Security Update for November 2022,pkg:npm/terser@5.7.0,17.488768696784973
pkg:npm/ansi-regex@5.0.0,Weak Credentials Vulnerability,17.48441904783249
Microsoft Windows Security Update for December 2022,Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,17.482000589370728
pkg:npm/node-forge@0.10.0,pkg:npm/node-forge@0.10.0,17.48124659061432
Oracle Java SE Critical Patch Update - October 2021 (CPUOCT2021),SQL Injection - onlinetests/affiliates/inc/registration_functions.php:7,17.478781938552856
Cross-Site Scripting: Reflected - share.php:22,Microsoft Windows Security Update for December 2022,17.463430762290955
Microsoft Windows Remote Procedure Call Runtime Remote Code Execution (RCE) Vulnerability for September 2022,Cross-Site Scripting: Reflected - share.php:27,17.461970448493958
pkg:npm/execa@1.0.0,Dangerous File Inclusion - onlinetests/college/includes/global.php:173,17.459362745285034
Google Chrome Prior to 109.0.5414.74 Multiple Vulnerabilities,SQL Injection - onlinetests/app/classes/db.php:44,17.457571625709534
Dynamic Code Evaluation: Code Injection - onlinetests/app/index.php:18,Microsoft Windows Security Update for October 2022,17.457184195518494
generic.secrets.security.detected-generic-secret.detected-generic-secret,Microsoft Windows Security Update for January 2023,17.456652224063873
Mozilla Firefox Multiple Vulnerabilities (MFSA2022-51),Dangerous File Inclusion - includes/global.php:9,17.45534986257553
pkg:npm/ansi-regex@5.0.0,Sensitive Data Sent in URL,17.45239794254303
SQL Injection - onlinetests/affiliates/thetest/testStart.php:35,Weak Credentials Vulnerability,17.44847297668457
Cross-Site Scripting: Reflected - onlinetests/includes/tutorials.withoutiframe.php:74,Git Multiple Security Vulnerabilities,17.44733154773712
SQL Injection - onlinetests/affiliates/inc/db_functions.php:18,pkg:npm/node-forge@0.10.0,17.43801087141037
Dangerous File Inclusion - onlinetests/includes/global.php:422,Git Multiple Security Vulnerabilities,17.436927556991577
Insufficient SSL Enforcement,Oracle Java SE Critical Patch Update - October 2021 (CPUOCT2021),17.431850731372833
Microsoft Visual Studio Code Jupyter Extension Elevation of Privilege Vulnerability for October 2022,Dangerous File Inclusion - onlinetests/college/includes/global.php:173,17.43132621049881
Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,Microsoft Visual Studio Code Remote Code Execution (RCE) Vulnerability for May 2022,17.421448230743408
SSL/TLS Service Supports Weak Protocol,generic.secrets.security.detected-jwt-token.detected-jwt-token,17.420053482055664
Insufficient SSL Enforcement,javascript.browser.security.insecure-document-method.insecure-document-method,17.414116859436035
Cross-Site Scripting: Reflected - share.php:22,Insufficient SSL Enforcement,17.411962151527405
SQL Injection - onlinetests/app/test_end.php:73,Oracle Java Standard Edition (SE) Critical Patch Update - July 2022 (CPUJUL2022),17.399191856384277
Dynamic Code Evaluation: Code Injection - onlinetests/app/index.php:18,Microsoft Windows Remote Procedure Call Runtime Remote Code Execution (RCE) Vulnerability for September 2022,17.390847206115723
Microsoft Visual Studio Code Remote Code Execution (RCE) Vulnerability for May 2022,Reflected Cross-Site Scripting (XSS) Vulnerabilities,17.388716340065002
Apple macOS Monterey 12.6 Not Installed (HT213444),pkg:npm/minimist@1.2.5,17.387723922729492
Jenkins Plugins Multiple Security Vulnerabilities (Jenkins Security Advisory 2022-02-15),Git Multiple Security Vulnerabilities,17.387455701828003
Brute Force (HTTP Auth) - http://webscantest.com/basic_auth/basic_auth.php,Insufficient SSL Enforcement,17.37993061542511
Oracle Java Standard Edition (SE) ECDSA Vulnerability,SQL Injection - onlinetests/affiliates/inc/registration_functions.php:7,17.3715278506279
Git Multiple Security Vulnerabilities,Login Form Is Not Submitted Via HTTPS,17.367540299892426
Mozilla Firefox Multiple Vulnerabilities (MFSA2023-01),Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,17.367342114448547
Dangerous File Inclusion - onlinetests/includes/global.php:422,Apple macOS Monterey 12.6 Not Installed (HT213444),17.360568046569824
pkg:npm/shelljs@0.8.4,Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,17.358991503715515
Jenkins Plugins Multiple Security Vulnerabilities (Jenkins Security Advisory 2022-01-12),Dangerous File Inclusion - includes/global.php:9,17.358963191509247
Microsoft Windows Security Update for November 2022,Sensitive Data Sent in URL,17.356783151626587
pkg:npm/cookie@0.4.0,pkg:npm/moment@2.29.2,17.35498607158661
Insufficient SSL Enforcement,Cross-Site Scripting: Reflected - minisites/calendar/scripts/calendar.php:39,17.353972792625427
SQL Injection - onlinetests/app/test_end.php:73,Google Chrome Prior to 109.0.5414.74 Multiple Vulnerabilities,17.34936833381653
Microsoft Visual Studio Code Remote Code Execution (RCE) Vulnerability for May 2022,SQL Injection - onlinetests/app/classes/db.php:27,17.34624207019806
Oracle Java SE Critical Patch Update - October 2021 (CPUOCT2021),Reflected Cross-Site Scripting (XSS) Vulnerabilities,17.34188199043274
Dangerous File Inclusion - minisites/kidsweek13/includes/global.php:20,Insufficient SSL Enforcement,17.3406720161438
pkg:npm/libxmljs@0.19.7,Login Form Is Not Submitted Via HTTPS,17.340317368507385
SQL Injection - onlinetests/affiliates/inc/db_functions.php:18,Google Chrome Prior to 109.0.5414.74 Multiple Vulnerabilities,17.33577251434326
pkg:npm/immer@8.0.1,Reflected Cross-Site Scripting (XSS) Vulnerabilities,17.330671846866608
Oracle Java SE Critical Patch Update - October 2021 (CPUOCT2021),SQL Injection - onlinetests/affiliates/inc/registration_functions.php:50,17.326661944389343
Oracle Java Standard Edition (SE) Critical Patch Update - October 2022 (CPUOCT2022),Sensitive Data Sent in URL,17.323249578475952
Weak Credentials Vulnerability,Microsoft .NET Framework Remote Code Execution Vulnerability for December 2022,17.321589589118958
Microsoft Windows Security Update for September 2022,pkg:npm/ansi-html@0.0.7,17.312772572040558
Oracle Java Standard Edition (SE) ECDSA Vulnerability,Sensitive Data Sent in URL,17.309802770614624
Dangerous File Inclusion - onlinetests/includes/global.php:422,SSL/TLS Service Supports Weak Protocol,17.308086156845093
Google Chrome Prior to 109.0.5414.74 Multiple Vulnerabilities,pkg:npm/terser@4.8.0,17.30789542198181
Dangerous File Inclusion - onlinetests/includes/global.php:422,Microsoft Visual Studio Code Jupyter Extension Elevation of Privilege Vulnerability for October 2022,17.30639934539795
Reflected Cross-Site Scripting (XSS) Vulnerabilities,Untrusted TLS/SSL server X.509 certificate,17.306041717529297
Dangerous File Inclusion - images/gamesandmobile/mobilealerts/alerts.php:38,Microsoft Visual Studio Code Jupyter Extension Elevation of Privilege Vulnerability for October 2022,17.297570407390594
Sensitive Data Sent in URL,SQL Injection - onlinetests/app/classes/db.php:27,17.295506596565247
pkg:npm/ansi-regex@4.1.0,Git Multiple Security Vulnerabilities,17.295201122760773
pkg:npm/node-forge@0.10.0,Dangerous File Inclusion - gamesandmobile/mobilegames/alerts.php:2,17.29326844215393
Reflected Cross-Site Scripting (XSS) Vulnerabilities,pkg:npm/ejs@2.7.4,17.292514443397522
Insufficient SSL Enforcement,pkg:npm/libxmljs@0.19.7,17.291074991226196
Git Multiple Security Vulnerabilities,Dangerous File Inclusion - onlinetests/includes/global.php:422,17.28873997926712
SQL Injection - onlinetests/affiliates/inc/db_functions.php:18,SSL/TLS Service Supports Weak Protocol,17.28837639093399
pkg:npm/moment@2.29.2,XPath Injection - http://webscantest.com/infodb/search_by_name.php,17.288297414779663
pkg:npm/axios@0.21.1,SSL/TLS Service Supports Weak Protocol,17.287085950374603
Dynamic Code Evaluation: Code Injection - onlinetests/app/index.php:18,Reflected Cross-Site Scripting (XSS) Vulnerabilities,17.28661358356476
pkg:npm/nth-check@1.0.2,Untrusted TLS/SSL server X.509 certificate,17.2783225774765
pkg:npm/libxmljs@0.19.7,pkg:npm/execa@1.0.0,17.276528477668762
